,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,GlobalSales,Global_Sales,player_demographic
8815,8979,BMX XXX,PS2,2002-01-01,Sports,Acclaim Entertainment,0.07,0.06,0.0,0.02,0.15,0.0016922519037833,General
8816,8980,SafeCracker: The Ultimate Puzzle Adventure,DS,2009-01-01,Puzzle,The Adventure Company,0.07,0.06,0.0,0.01,0.15,0.0016922519037833,Casual
8817,8981,Tiger Woods PGA Tour,DS,2004-01-01,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.15,0.0016922519037833,General
8818,8982,Dragon Ball Z: Idainaru Dragon Ball Densetsu,SAT,1995-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8819,8983,Sonic Advance & Sonic Pinball Party Combo Pack,GBA,2005-01-01,Misc,Sega,0.1,0.04,0.0,0.0,0.15,0.0016922519037833,General
8820,8984,Boktai: The Sun is in Your Hand,GBA,2003-01-01,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.15,0.0016922519037833,General
8821,8985,Cars: Mater-National Championship,X360,2007-01-01,Racing,THQ,0.13,0.0,0.0,0.01,0.15,0.0016922519037833,All Ages
8822,8986,Making History: The Great War,Wii,2010-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.15,0.0,0.15,0.0016922519037833,General
8823,8987,Drawn to Life Collection,DS,2010-01-01,Misc,THQ,0.14,0.0,0.0,0.01,0.15,0.0016922519037833,General
8824,8988,Guilty Gear X2 #Reload,XB,2004-01-01,Fighting,Zoo Digital Publishing,0.11,0.03,0.0,0.01,0.15,0.0016922519037833,General
8825,8989,Wizardry VII: Gadeia no Houshu,PS,1995-01-01,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15,0.0016922519037833,General
8826,8990,Dynasty Warriors 8: Xtreme Legends,PSV,2013-01-01,Action,Tecmo Koei,0.04,0.03,0.05,0.02,0.15,0.0016922519037833,Hardcore
8827,8991,Moshi Monsters: Katsuma Unleashed,DS,2013-01-01,Action,Activision,0.0,0.13,0.0,0.02,0.15,0.0016922519037833,Hardcore
8828,8992,Elf: The Movie,GBA,2004-01-01,Action,Crave Entertainment,0.1,0.04,0.0,0.0,0.15,0.0016922519037833,Hardcore
8829,8993,Metal Slug 7,DS,2008-01-01,Shooter,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15,0.0016922519037833,Hardcore
8830,8994,MLB SlugFest 20-03,GC,2002-01-01,Sports,Midway Games,0.11,0.03,0.0,0.0,0.15,0.0016922519037833,General
8831,8995,Tamagotchi no Appare! Niji Venture,DS,2007-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8832,8996,Grabbed by the Ghoulies,XB,2003-01-01,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14,0.0015713767677988,Hardcore
8833,8997,Ys: The Oath in Felghana,PSP,2010-01-01,Role-Playing,Falcom Corporation,0.09,0.0,0.04,0.01,0.14,0.0015713767677988,General
8834,8998,Shadow Hearts: From The New World,PS2,2005-01-01,Role-Playing,Ghostlight,0.07,0.06,0.0,0.02,0.14,0.0015713767677988,General
8835,8999,Mega Man Powered Up,PSP,2006-01-01,Platform,Capcom,0.12,0.01,0.0,0.02,0.14,0.0015713767677988,General
8836,9000,CSI: 3 Dimensions of Murder,PS2,2007-01-01,Adventure,Ubisoft,0.07,0.06,0.0,0.02,0.14,0.0015713767677988,Casual
8837,9001,Barbarian,PS2,2002-01-01,Fighting,Titus,0.07,0.06,0.0,0.02,0.14,0.0015713767677988,General
8838,9002,QuickSpot,DS,2006-01-01,Misc,Namco Bandai Games,0.02,0.0,0.13,0.0,0.14,0.0015713767677988,General
8839,9003,Deception IV: Blood Ties,PSV,2014-01-01,Action,Tecmo Koei,0.03,0.03,0.07,0.02,0.14,0.0015713767677988,Hardcore
8840,9004,Tennis no Oji-Sama: Aim at The Victory!,GBA,2002-01-01,Sports,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8841,9005,L.A. Rush,XB,2005-01-01,Racing,Midway Games,0.11,0.03,0.0,0.01,0.14,0.0015713767677988,All Ages
8842,9006,"Lunar 2: Eternal Blue(sales, but wrong system)",GEN,1994-01-01,Role-Playing,Game Arts,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8843,9007,Where the Wild Things Are,DS,2009-01-01,Platform,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,General
8844,9008,Pipe Dreams 3D,PS,2001-01-01,Puzzle,Empire Interactive,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,Casual
8845,9009,Derby Stallion Gold,3DS,2014-01-01,Sports,Kadokawa Shoten,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8846,9010,Adventure Time: Explore the Dungeon Because I Don't Know!,3DS,2013-01-01,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14,0.0015713767677988,Hardcore
8847,9011,Lost Dimension,PSV,2014-01-01,Role-Playing,Nippon Ichi Software,0.07,0.03,0.02,0.03,0.14,0.0015713767677988,General
8848,9012,Fox Sports Golf '99,PS,1997-01-01,Sports,Gremlin Interactive Ltd,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,General
8849,9013,Jurassic: The Hunted,PS2,2009-01-01,Shooter,Activision,0.07,0.06,0.0,0.02,0.14,0.0015713767677988,Hardcore
8850,9014,Power Rangers: Super Legends,PS2,2007-01-01,Action,Disney Interactive Studios,0.07,0.06,0.0,0.02,0.14,0.0015713767677988,Hardcore
8851,9015,Sakura Wars GB,GB,2000-01-01,Adventure,Media Factory,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,Casual
8852,9016,Shining Force CD,SCD,1994-01-01,Strategy,Sega,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8853,9017,Rayman 3,GBA,2003-01-01,Platform,Ubisoft,0.1,0.04,0.0,0.0,0.14,0.0015713767677988,General
8854,9018,Fatal Frame,PS2,2001-01-01,Action,Wanadoo,0.07,0.06,0.0,0.02,0.14,0.0015713767677988,Hardcore
8855,9019,The Fifth Element,PS,1998-01-01,Action,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,Hardcore
8856,9020,Kung Fu Panda 2,Wii,2011-01-01,Action,THQ,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,Hardcore
8857,9021,Fast Food Panic,DS,2010-01-01,Simulation,Nobilis,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,General
8858,9022,Diner Dash: Flo on the Go,DS,2009-01-01,Puzzle,Zoo Games,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,Casual
8859,9023,Adrenalin Misfits,X360,2010-01-01,Racing,Konami Digital Entertainment,0.12,0.02,0.0,0.01,0.14,0.0015713767677988,All Ages
8860,9024,Okaeri! Chibi-Robo! Happy Richie Oosouji,DS,2009-01-01,Adventure,Nintendo,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,Casual
8861,9025,Wild ARMs 4,PS2,2005-01-01,Role-Playing,505 Games,0.07,0.06,0.0,0.02,0.14,0.0015713767677988,General
8862,9026,Haunted House,Wii,2010-01-01,Action,Atari,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,Hardcore
8863,9027,Ratatouille,GC,2007-01-01,Action,THQ,0.11,0.03,0.0,0.0,0.14,0.0015713767677988,Hardcore
8864,9028,G.I. Joe: The Rise of Cobra,PS2,2009-01-01,Action,Electronic Arts,0.11,0.0,0.0,0.03,0.14,0.0015713767677988,Hardcore
8865,9029,Casper: Spirit Dimensions,PS2,2001-01-01,Platform,TDK Mediactive,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,General
8866,9030,Super Robot Taisen OG Saga: Endless Frontier (JP sales),DS,2008-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8867,9031,Sengoku Musou 3 Empires,PS3,2011-01-01,Action,Tecmo Koei,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,Hardcore
8868,9032,Dream Pinball 3D,Wii,2008-01-01,Misc,SouthPeak Games,0.1,0.03,0.0,0.01,0.14,0.0015713767677988,General
8869,9033,Thunder Truck Rally,PS,1997-01-01,Racing,Psygnosis,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,All Ages
8870,9034,Dishonored,XOne,2015-01-01,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,Hardcore
8871,9035,Klonoa: Empire of Dreams,GBA,2001-01-01,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,0.0015713767677988,General
8872,9036,G.I. Joe: The Rise of Cobra,PSP,2009-01-01,Action,Electronic Arts,0.11,0.02,0.0,0.02,0.14,0.0015713767677988,Hardcore
8873,9037,Dragon Age: Origins - Ultimate Edition,PC,2010-01-01,Role-Playing,Electronic Arts,0.0,0.12,0.0,0.02,0.14,0.0015713767677988,General
8874,9038,Balloon Pop,DS,2009-01-01,Puzzle,UFO Interactive,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,Casual
8875,9039,Disney Infinity 2.0: Marvel Super Heroes,PSV,2015-01-01,Action,Disney Interactive Studios,0.0,0.11,0.0,0.03,0.14,0.0015713767677988,Hardcore
8876,9040,Iron & Blood,PS,1996-01-01,Fighting,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,General
8877,9041,Asphalt: Urban GT 2,DS,2006-01-01,Racing,Ubisoft,0.09,0.04,0.0,0.01,0.14,0.0015713767677988,All Ages
8878,9042,Pinball Hall of Fame: The Gottlieb Collection,Wii,2006-01-01,Misc,System 3 Arcade Software,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,General
8879,9043,Second Sight,PS2,2004-01-01,Adventure,Codemasters,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,Casual
8880,9044,Spider-Man: Edge of Time,DS,2011-01-01,Action,Activision,0.12,0.01,0.0,0.01,0.14,0.0015713767677988,Hardcore
8881,9045,Monster House,PS2,2006-01-01,Adventure,THQ,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,Casual
8882,9046,Phantom Brave,PS2,2004-01-01,Role-Playing,Tecmo Koei,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,General
8883,9047,Just Cause,X360,2006-01-01,Action,Eidos Interactive,0.1,0.03,0.01,0.01,0.14,0.0015713767677988,Hardcore
8884,9048,ArmA II,PC,2009-01-01,Shooter,505 Games,0.0,0.12,0.0,0.03,0.14,0.0015713767677988,Hardcore
8885,9049,Championship Motocross 2001 featuring Ricky Carmichael,PS,2001-01-01,Racing,THQ,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,All Ages
8886,9050,Kenka Banchou 5: Otoko no Housoku,PSP,2011-01-01,Action,Spike,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,Hardcore
8887,9051,Legend of the Guardians: The Owls of Ga'Hoole,DS,2010-01-01,Action,Warner Bros. Interactive Entertainment,0.11,0.02,0.0,0.01,0.14,0.0015713767677988,Hardcore
8888,9052,Doshin the Giant,GC,2002-01-01,Simulation,Nintendo,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8889,9053,Shrek 2 and Shark Tale 2-in-1 Pack,GBA,2005-01-01,Misc,Activision,0.1,0.04,0.0,0.0,0.14,0.0015713767677988,General
8890,9054,Star Ocean: Blue Sphere,GB,2001-01-01,Role-Playing,Enix Corporation,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8891,9055,Mojo!,PS2,2003-01-01,Puzzle,Mindscape,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,Casual
8892,9056,Destroy All Humans! Big Willy Unleashed,Wii,2008-01-01,Action,THQ,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,Hardcore
8893,9057,Age of Empires: Collector's Edition,PC,2000-01-01,Strategy,Ubisoft,0.02,0.1,0.0,0.02,0.14,0.0015713767677988,General
8894,9058,Ford Racing Off Road,PSP,2008-01-01,Racing,Xplosiv,0.05,0.08,0.0,0.02,0.14,0.0015713767677988,All Ages
8895,9059,Kamen Rider Ryuki,PS,2002-01-01,Action,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,0.0015713767677988,Hardcore
8896,9060,Front Mission Alternative,PS,1997-01-01,Strategy,SquareSoft,0.0,0.0,0.13,0.01,0.14,0.0015713767677988,General
8897,9061,World Championship Poker: Howard Lederer - All In,PSP,2006-01-01,Misc,505 Games,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,General
8898,9062,FIFA Soccer 2005,GC,2004-01-01,Sports,Electronic Arts,0.11,0.03,0.0,0.0,0.14,0.0015713767677988,General
8899,9063,Cave Story 3D,3DS,2011-01-01,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,0.0015713767677988,General
8900,9064,The Orange Box,PC,2007-01-01,Shooter,Electronic Arts,0.0,0.11,0.0,0.03,0.14,0.0015713767677988,Hardcore
8901,9065,Super Dodgeball Brawlers,DS,2008-01-01,Sports,Arc System Works,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,General
8902,9066,Victorious Boxers: Revolution,Wii,2007-01-01,Fighting,Ubisoft,0.07,0.0,0.06,0.01,0.14,0.0015713767677988,General
8903,9067,Record of Agarest War 2,PS3,2010-01-01,Role-Playing,Compile Heart,0.09,0.0,0.04,0.01,0.14,0.0015713767677988,General
8904,9068,SBK 2011: FIM Superbike World Championship,PS3,2011-01-01,Racing,Black Bean Games,0.01,0.1,0.0,0.03,0.14,0.0015713767677988,All Ages
8905,9069,Power Stone,DC,1998-01-01,Fighting,Eidos Interactive,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8906,9070,Jonny Moseley Mad Trix,PS2,2001-01-01,Sports,3DO,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,General
8907,9071,Monster Lab,DS,2008-01-01,Role-Playing,Eidos Interactive,0.12,0.01,0.0,0.01,0.14,0.0015713767677988,General
8908,9072,Uta no * Prince-Sama: Repeat,PSP,2011-01-01,Adventure,Broccoli,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,Casual
8909,9073,Senran Kagura Burst: Guren no Sh?jo-tachi,3DS,2012-01-01,Action,Marvelous Entertainment,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,Hardcore
8910,9074,MTV Music Generator 3: This Is the Remix,PS2,2004-01-01,Misc,Codemasters,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,General
8911,9075,Cake Mania 3,DS,2009-01-01,Simulation,Majesco Entertainment,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,General
8912,9076,.hack//Link,PSP,2010-01-01,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8913,9077,Terminator 3: Rise of the Machines,XB,2003-01-01,Action,Atari,0.11,0.03,0.0,0.01,0.14,0.0015713767677988,Hardcore
8914,9078,Star Wars: Knights of the Old Republic,PC,2003-01-01,Role-Playing,LucasArts,0.01,0.1,0.0,0.02,0.14,0.0015713767677988,General
8915,9079,SSX On Tour,XB,2005-01-01,Sports,Electronic Arts,0.11,0.03,0.0,0.01,0.14,0.0015713767677988,General
8916,9080,NCAA College Basketball 2K3,XB,2002-01-01,Sports,Sega,0.11,0.03,0.0,0.01,0.14,0.0015713767677988,General
8917,9081,Class of Heroes,PSP,2008-01-01,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14,0.0015713767677988,General
8918,9082,Yogi Bear: The Video Game,DS,2010-01-01,Action,D3Publisher,0.1,0.03,0.0,0.01,0.14,0.0015713767677988,Hardcore
8919,9084,The Legend of Heroes II: Prophecy of the Moonlight Witch,PSP,2004-01-01,Role-Playing,Namco Bandai Games,0.03,0.0,0.11,0.0,0.14,0.0015713767677988,General
8920,9085,Cranium Kabookii,Wii,2007-01-01,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,General
8921,9086,Hero's Saga Laevatein Tactics,DS,2008-01-01,Role-Playing,GungHo,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,General
8922,9087,Doom,GBA,2001-01-01,Shooter,Activision,0.1,0.04,0.0,0.0,0.14,0.0015713767677988,Hardcore
8923,9088,Gundam Breaker 2,PS3,2014-01-01,Action,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,Hardcore
8924,9089,TRINITY: Souls of Zill O'll,PS3,2010-01-01,Role-Playing,Ubisoft Annecy,0.06,0.03,0.03,0.02,0.14,0.0015713767677988,General
8925,9090,Mary-Kate and Ashley: Winners Circle,PS,2001-01-01,Action,Acclaim Entertainment,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,Hardcore
8926,9091,PaRappa The Rapper 2,PS2,2001-01-01,Misc,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,General
8927,9092,Hexyz Force,PSP,2009-01-01,Role-Playing,Atlus,0.07,0.0,0.06,0.01,0.14,0.0015713767677988,General
8928,9093,OutRun 2,XB,2004-01-01,Racing,Sega,0.11,0.03,0.0,0.01,0.14,0.0015713767677988,All Ages
8929,9094,Okami,PS3,2012-01-01,Action,Capcom,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,Hardcore
8930,9095,Marvel vs. Capcom 2: New Age of Heroes,DC,2000-01-01,Fighting,Virgin Interactive,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8931,9096,Hitman: Blood Money,XB,2006-01-01,Action,Eidos Interactive,0.11,0.03,0.0,0.01,0.14,0.0015713767677988,Hardcore
8932,9097,Soukaigi,PS,1998-01-01,Role-Playing,SquareSoft,0.0,0.0,0.13,0.01,0.14,0.0015713767677988,General
8933,9098,Naruto Shippuden: Ninja Destiny 3,DS,2006-01-01,Fighting,D3Publisher,0.0,0.01,0.13,0.0,0.14,0.0015713767677988,General
8934,9099,Xevious 3D/G+,PS,1997-01-01,Shooter,Sony Computer Entertainment,0.01,0.01,0.11,0.01,0.14,0.0015713767677988,Hardcore
8935,9100,Pipe Mania,PS2,2008-01-01,Puzzle,Empire Interactive,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,Casual
8936,9101,Gretzky NHL 06,PSP,2005-01-01,Sports,Sony Computer Entertainment,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,General
8937,9102,Shonen Jump's Shaman King: Master of Spirits,GBA,2004-01-01,Role-Playing,Konami Digital Entertainment,0.1,0.04,0.0,0.0,0.14,0.0015713767677988,General
8938,9103,PANGYA: Fantasy Golf,PSP,2009-01-01,Sports,Takara Tomy,0.09,0.0,0.04,0.01,0.14,0.0015713767677988,General
8939,9104,NFL Blitz 20-03,XB,2002-01-01,Sports,Midway Games,0.11,0.03,0.0,0.01,0.14,0.0015713767677988,General
8940,9105,Sumikko Gurashi: Omise Hajimerundesu,3DS,2015-01-01,Action,Nippon Columbia,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,Hardcore
8941,9106,Pirates: The Legend of Black Kat,PS2,2002-01-01,Adventure,Electronic Arts,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,Casual
8942,9107,Fur Fighters: Viggo's Revenge,PS2,2001-01-01,Action,Acclaim Entertainment,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,Hardcore
8943,9108,Krull,2600,1982-01-01,Action,Atari,0.13,0.01,0.0,0.0,0.14,0.0015713767677988,Hardcore
8944,9109,Yu-Gi-Oh! Monster Capture GB,GB,2000-01-01,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8945,9110,Risen,PC,2009-01-01,Role-Playing,Deep Silver,0.0,0.11,0.0,0.03,0.14,0.0015713767677988,General
8946,9111,Top Spin 3,DS,2008-01-01,Action,D3Publisher,0.11,0.02,0.0,0.01,0.14,0.0015713767677988,Hardcore
8947,9112,Zapper: One Wicked Cricket!,GBA,2002-01-01,Platform,Infogrames,0.1,0.04,0.0,0.0,0.14,0.0015713767677988,General
8948,9113,The Da Vinci Code,PS2,2006-01-01,Action,Take-Two Interactive,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,Hardcore
8949,9114,Watch Dogs,WiiU,2014-01-01,Action,Ubisoft,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,Hardcore
8950,9115,Mr. Driller: Drill Spirits,DS,2004-01-01,Puzzle,Nintendo,0.08,0.0,0.05,0.01,0.14,0.0015713767677988,Casual
8951,9116,Arctic Tale,DS,2007-01-01,Adventure,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,Casual
8952,9117,Scooby-Doo! Night of 100 Frights,XB,2003-01-01,Platform,THQ,0.11,0.03,0.0,0.01,0.14,0.0015713767677988,General
8953,9118,MX vs. ATV Reflex,DS,2009-01-01,Racing,THQ,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,All Ages
8954,9119,Anno 1701: Dawn of Discovery,DS,2007-01-01,Simulation,Touchstone,0.07,0.06,0.0,0.02,0.14,0.0015713767677988,General
8955,9120,Chicken Shoot,DS,2007-01-01,Action,Zoo Digital Publishing,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,Hardcore
8956,9121,Dead to Rights,GC,2002-01-01,Shooter,Electronic Arts,0.11,0.03,0.0,0.0,0.14,0.0015713767677988,Hardcore
8957,9122,Sphinx and the Cursed Mummy,GC,2003-01-01,Action,THQ,0.11,0.03,0.0,0.0,0.14,0.0015713767677988,Hardcore
8958,9123,Cabela's Outdoor Adventures (2009),PS2,2009-01-01,Sports,Activision Value,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,General
8959,9124,T.R.A.G. - Tactical Rescue Assault Group: Mission of Mercy,PS,1998-01-01,Adventure,Sunsoft,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,Casual
8960,9125,Naruto RPG 2: Chidori vs Rasengan,DS,2005-01-01,Role-Playing,Tomy Corporation,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8961,9126,Destruction Derby Raw,PS,2000-01-01,Racing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,All Ages
8962,9127,Project V6,PS,1998-01-01,Strategy,General Entertainment,0.0,0.0,0.13,0.01,0.14,0.0015713767677988,General
8963,9128,Farming Simulator 2012,3DS,2012-01-01,Action,Excalibur Publishing,0.0,0.12,0.0,0.02,0.14,0.0015713767677988,Hardcore
8964,9129,NFL Head Coach 09,PS3,2008-01-01,Sports,Electronic Arts,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,General
8965,9130,World Tour Soccer 2003,PS2,2002-01-01,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,General
8966,9131,Akiba's Trip,PSP,2011-01-01,Adventure,Acquire,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,Casual
8967,9132,Bravo Air Race,PS,1997-01-01,Racing,THQ,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,All Ages
8968,9133,Onimusha Essentials,PS2,2008-01-01,Action,Capcom,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,Hardcore
8969,9134,Blazing Angels 2: Secret Missions of WWII,X360,2007-01-01,Simulation,Ubisoft,0.11,0.02,0.0,0.01,0.14,0.0015713767677988,General
8970,9135,Gundam: The Battle Master,PS,1997-01-01,Fighting,Namco Bandai Games,0.0,0.0,0.13,0.01,0.14,0.0015713767677988,General
8971,9136,Spyro: A Hero's Tail,XB,2004-01-01,Platform,Vivendi Games,0.11,0.03,0.0,0.01,0.14,0.0015713767677988,General
8972,9137,¡Shin Chan Flipa en colores!,DS,2007-01-01,Platform,505 Games,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8973,9138,Just Cause 3,PC,2015-01-01,Action,Square Enix,0.03,0.11,0.0,0.01,0.14,0.0015713767677988,Hardcore
8974,9139,Eternal Poison,PS2,2008-01-01,Role-Playing,Banpresto,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,General
8975,9140,Lord of the Rings: Tactics,PSP,2005-01-01,Strategy,Electronic Arts,0.11,0.02,0.0,0.02,0.14,0.0015713767677988,General
8976,9141,X-Blades,X360,2009-01-01,Action,SouthPeak Games,0.1,0.02,0.02,0.01,0.14,0.0015713767677988,Hardcore
8977,9142,Gretzky NHL 06,PS2,2005-01-01,Sports,Sony Computer Entertainment,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,General
8978,9143,Gungrave: Overdose,PS2,2004-01-01,Shooter,Play It,0.07,0.05,0.0,0.02,0.14,0.0015713767677988,Hardcore
8979,9144,Kidou Senshi Gundam: Shin Gihren no Yabou,PSP,2011-01-01,Strategy,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8980,9145,How to Train Your Dragon,X360,2010-01-01,Action,Activision,0.11,0.02,0.0,0.01,0.14,0.0015713767677988,Hardcore
8981,9146,Your Shape: Fitness Evolved 2013,WiiU,2012-01-01,Action,Ubisoft,0.06,0.07,0.0,0.01,0.14,0.0015713767677988,Hardcore
8982,9147,My Fitness Coach: Club,PS3,2011-01-01,Sports,Ubisoft,0.0,0.1,0.0,0.04,0.14,0.0015713767677988,General
8983,9148,NBA ShootOut 2002,PS,2001-01-01,Sports,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,General
8984,9149,SingStar Vol. 3,PS3,2008-01-01,Misc,Sony Computer Entertainment,0.0,0.11,0.0,0.03,0.14,0.0015713767677988,General
8985,9150,The Granstream Saga,PS,1997-01-01,Role-Playing,Sony Computer Entertainment,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,General
8986,9151,Scene It? Bright Lights! Big Screen!,Wii,2009-01-01,Misc,Warner Bros. Interactive Entertainment,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,General
8987,9152,"Holy Invasion of Privacy, Badman! What Did I Do to Deserve This?",PSP,2007-01-01,Role-Playing,Nippon Ichi Software,0.0,0.0,0.13,0.0,0.14,0.0015713767677988,General
8988,9154,Micro Machines 64 Turbo,N64,1999-01-01,Racing,Codemasters,0.11,0.03,0.0,0.0,0.14,0.0015713767677988,All Ages
8989,9155,Bassmasters 2000,N64,1999-01-01,Sports,THQ,0.11,0.03,0.0,0.0,0.14,0.0015713767677988,General
8990,9156,Baldur's Gate: Dark Alliance,GC,2002-01-01,Role-Playing,Virgin Interactive,0.11,0.03,0.0,0.0,0.14,0.0015713767677988,General
8991,9157,Bio FREAKS,N64,1998-01-01,Action,GT Interactive,0.11,0.03,0.0,0.0,0.14,0.0015713767677988,Hardcore
8992,9158,Eternal Eyes,PS,1999-01-01,Role-Playing,Sunsoft,0.08,0.05,0.0,0.01,0.14,0.0015713767677988,General
8993,9159,Injustice: Gods Among Us,PSV,2013-01-01,Fighting,Warner Bros. Interactive Entertainment,0.11,0.01,0.0,0.02,0.14,0.0015713767677988,General
8994,9160,Fate/Unlimited Codes,PS2,2008-01-01,Fighting,Capcom,0.0,0.0,0.14,0.0,0.14,0.0015713767677988,General
8995,9161,Atari's Greatest Hits: Volume 1,DS,2010-01-01,Misc,Atari,0.13,0.0,0.0,0.01,0.14,0.0015713767677988,General
